job_name,result,bmc.circ_sz,bmc.dag_sz,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
hash_table_remove,TRUE,5,2538,6.55,4.63,0.01,0.01,0.00,1.88,6.65
hash_table_find,TRUE,5,1346,8.72,7.92,0.02,0.01,0.00,0.76,8.79
priority_queue_s_remove_node,TRUE,7,2287,3.02,2.61,0.02,0.01,0.00,0.37,3.14
priority_queue_s_sift_up,TRUE,6,5540,3.10,1.54,0.08,0.02,0.00,1.51,3.33
ring_buffer_buf_belongs_to_pool,TRUE,6,227,4.38,4.34,0.00,0.00,0.00,0.02,4.41
array_list_pop_front,TRUE,5,167,15.21,15.19,0.00,0.00,0.00,0.02,15.24
array_list_pop_front_n,TRUE,5,184,15.46,15.42,0.00,0.00,0.00,0.03,15.50
ring_buffer_acquire,TRUE,6,271,4.96,4.90,0.01,0.00,0.00,0.04,5.02
priority_queue_s_sift_down,TRUE,6,5450,5.78,3.22,0.15,0.03,0.00,2.47,6.11
ring_buffer_release,TRUE,6,209,8.51,8.48,0.00,0.00,0.00,0.02,8.56
array_list_push_back,TRUE,7,216,19.11,19.09,0.00,0.00,0.00,0.01,19.15
linked_list_swap_contents,TRUE,4,3806,10.39,9.09,0.06,0.01,0.00,1.21,10.58
array_list_erase,TRUE,5,183,29.45,29.42,0.00,0.00,0.00,0.02,29.48
hash_table_foreach_deep_precise,TRUE,5,9256,18.96,7.51,0.03,0.04,0.00,11.35,19.28
ring_buffer_acquire_up_to,TRUE,6,305,20.79,20.73,0.01,0.00,0.00,0.04,20.85
hash_table_foreach_deep_loose,TRUE,5,9197,20.94,10.08,0.03,0.04,0.00,10.77,21.25
array_list_set_at,TRUE,7,363,34.76,34.71,0.00,0.00,0.00,0.04,34.81
priority_queue_push,TRUE,10,1290,27.25,26.98,0.01,0.00,0.00,0.24,27.33
priority_queue_push_ref,TRUE,10,1399,29.24,28.98,0.01,0.00,0.00,0.23,29.31
priority_queue_s_swap,TRUE,6,1150,34.47,34.37,0.01,0.00,0.00,0.08,34.52
priority_queue_pop,TRUE,7,216,36.71,36.67,0.02,0.00,0.00,0.02,36.81
priority_queue_remove,TRUE,7,260,37.79,37.74,0.02,0.00,0.00,0.02,37.88
hash_table_eq,TRUE,6,8789,203.03,187.92,1.13,0.68,0.00,14.83,205.10
