job_name,result,bmc.circ_sz,bmc.dag_sz,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
array_list_clear2,TRUE,5,80,1.91,1.89,0.00,0.00,0.00,0.00,1.93
byte_buf_write_u82,TRUE,5,115,0.07,0.04,0.00,0.00,0.00,0.01,0.09
byte_cursor_advance2,TRUE,4,89,0.06,0.05,0.00,0.00,0.00,0.00,0.08
byte_buf_append_with_lookup2,TRUE,5,561,4.56,4.49,0.00,0.00,0.00,0.04,4.59
byte_buf_write2,TRUE,5,554,2.79,2.76,0.00,0.00,0.00,0.01,2.81
byte_buf_write_from_whole_buffer2,TRUE,6,390,2.48,2.44,0.00,0.00,0.00,0.02,2.50
array_list_push_back2,TRUE,7,257,6.72,6.70,0.00,0.00,0.00,0.02,6.75
byte_cursor_read_u8_2,TRUE,5,394,0.29,0.26,0.00,0.00,0.00,0.02,0.31
byte_cursor_from_buf2,TRUE,5,62,0.04,0.02,0.00,0.00,0.00,0.01,0.06
byte_buf_write_from_whole_cursor2,TRUE,5,594,2.86,2.82,0.00,0.00,0.00,0.02,2.89
byte_buf_cat2,TRUE,8,585,5.61,5.55,0.00,0.00,0.00,0.04,5.65
byte_cursor_eq_byte_buf_ignore_case2,TRUE,5,729,0.35,0.30,0.00,0.00,0.00,0.03,0.37
byte_cursor_eq_c_str2,TRUE,5,293,0.07,0.05,0.00,0.00,0.01,0.09
byte_cursor_left_trim_pred2,TRUE,4,227,0.05,0.02,0.00,0.00,0.00,0.01,0.07
byte_cursor_trim_pred2,TRUE,4,410,0.43,0.37,0.00,0.00,0.00,0.03,0.45
string_destroy_secure,TRUE,5,367,15.88,15.86,0.00,0.00,0.00,0.01,15.90
byte_cursor_compare_lookup2,TRUE,4,844,0.70,0.58,0.01,0.00,0.00,0.08,0.74
byte_cursor_advance_nospec2,TRUE,4,114,0.18,0.14,0.00,0.00,0.00,0.02,0.19
byte_cursor_eq_c_str_ignore_case2,TRUE,5,293,0.07,0.04,0.00,0.00,0.01,0.08
byte_cursor_satisfies_pred2,TRUE,4,183,0.05,0.02,0.00,0.00,0.00,0.01,0.07
byte_cursor_read_be16_2,TRUE,4,183,1.16,1.13,0.00,0.00,0.00,0.02,1.18
byte_cursor_right_trim_pred2,TRUE,4,236,0.11,0.08,0.00,0.00,0.00,0.01,0.13
byte_cursor_eq_byte_buf2,TRUE,5,509,0.48,0.43,0.00,0.00,0.00,0.04,0.51
byte_cursor_eq_ignore_case2,TRUE,4,674,0.35,0.29,0.00,0.00,0.00,0.03,0.37
hash_table_get_entry_count2,TRUE,5,413,0.16,0.05,0.00,0.00,0.00,0.09,0.18
hash_iter_done2,TRUE,5,526,0.56,0.35,0.01,0.00,0.00,0.19,0.61
array_list_erase2,TRUE,5,197,11.31,11.29,0.00,0.00,0.00,0.01,11.34
hash_table_find2,TRUE,5,1159,2.13,1.46,0.01,0.01,0.00,0.62,2.20
byte_cursor_read2,TRUE,5,578,10.17,10.12,0.00,0.00,0.00,0.03,10.19
byte_cursor_read_be32_2,TRUE,4,211,8.85,8.82,0.00,0.00,0.00,0.01,8.87
string_new_from_string,FALSE,6,617,38.25,38.20,0.00,0.00,0.00,0.03,38.27
ring_buffer_acquire2,TRUE,6,410,20.93,20.88,0.01,0.00,0.00,0.03,20.99
ring_buffer_release2,TRUE,6,212,22.17,22.13,0.00,0.00,0.00,0.01,22.22
array_list_pop_front_n2,TRUE,5,459,32.70,32.66,0.00,0.00,0.00,0.02,32.72
array_list_set_at2,TRUE,7,615,36.62,36.57,0.00,0.00,0.00,0.03,36.65
byte_cursor_eq2,TRUE,4,516,40.65,40.58,0.00,0.00,0.00,0.04,40.67
byte_cursor_read_be64_2,TRUE,4,266,45.40,45.37,0.00,0.00,0.00,0.02,45.42
array_list_shrink_to_fit2,TRUE,6,541,58.84,58.77,0.00,0.00,0.00,0.04,58.87
byte_cursor_read_and_fill_buffer2,TRUE,5,807,54.74,54.67,0.00,0.00,0.00,0.05,54.76
ring_buffer_acquire_up_to2,TRUE,6,457,64.39,64.32,0.01,0.00,0.00,0.03,64.44
ring_buffer_buf_belongs_to_pool2,TRUE,6,287,215.22,215.18,0.00,0.00,0.00,0.02,215.25
byte_cursor_compare_lexical2,TRUE,4,536,297.81,297.74,0.00,0.00,0.00,0.04,297.83
